Order,Brüt m²,Net m²,Rooms,Bath,Floors,Floor Location,Building Age,Heating Type,Furniture,Using Status,Building Status,Housing Type,Rent Earning,From,Suitable for Credit,Price,Coord1,Coord2,Street,District,Location3,Due Price,Suitable for exchange
2173,110,100,3+1,1,3,2,6-10 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,,,0,,Evet,415000,41.03188152,28.89220735,Davutpaşa,Esenler, İstanbul,0,
2174,80,79,2+1,1,3,1,16-20 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,,,0,,Evet,230000,41.05789178,28.92140687,Sarıgöl,Gaziosmanpaşa, İstanbul,0,
2175,115,114,3+1,1,10,10,0,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Boş,Sıfır,,0,Danışman,Evet,760000,40.98221769,29.07299459,Merdivenköy,Kadıköy, İstanbul,0,
2176,80,65,2+1,1,4,Zemin Kat,3,Kombi (Doğalgaz),Eşyasız,Kiracılı,Sıfır,Bahçe Katı,850,Danışman,Evet,185000,41.00860929,29.17040471,Esenşehir,Ümraniye, İstanbul,,
2177,100,90,2+1,1,4,2,4,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,Ara Kat,1850,Danışman,Evet,550000,41.01169839,28.87204231,Güven,Güngören, İstanbul,45,
2178,135,120,3+1,2,5,Yüksek Giriş,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,,0,,Evet,580000,40.93198576,29.12959737,Altayçeşme,Maltepe, İstanbul,0,
2179,90,70,1+1,1,10,5,6-10 arası,Kombi (Doğalgaz),Eşyasız,Kiracılı,,Ara Kat,1500,Danışman,Evet,270000,41.00275751,28.63620656,Adnan Kahveci,Beylikdüzü, İstanbul,100,
2180,80,75,2+1,2,4,Yüksek Giriş,6-10 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,Sıfır,,1200,,Evet,250000,40.9874871,28.70947187,Cihangir,Avcılar, İstanbul,0,
2181,120,95,3+1,2,5,5,1,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Dubleks,,Danışman,Evet,750000,41.05416773,28.97619803,Paşa,Şişli, İstanbul,60,
2182,130,110,3+1,1,5,Bahçe katı,4,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,,Ara Kat,0,,Evet,1200000,41.08753289,29.0769044,Kavacık,Beykoz, İstanbul,200,Evet
2183,120,110,3+1,1,5,1,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,2200,Danışman,Evet,475000,41.00592513,28.85460338,Siyavuşpaşa,Bahçelievler, İstanbul,0,
2184,180,140,4+1,1,5,5,16-20 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,,En Üst Kat,0,,Hayır,435000,41.0321859,28.88021684,Gençosman,Güngören, İstanbul,0,Evet
2185,105,83,2+1,2,9,8,0,Merkezi Sistem,,Boş,Sıfır,,0,,Evet,700000,40.97936,29.06155,Göztepe,Kadıköy, İstanbul,0,
2186,80,75,2+1,1,4,1,1,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,1500,Danışman,Evet,385000,41.0067283,28.92247277,Mevlanakapı,Fatih, İstanbul,10,
2187,260,220,4+2,4,6,6,3,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Boş,İkinci El,Dubleks,3000,Danışman,Evet,890000,40.82636336,29.30711108,Yayla,Tuzla, İstanbul,,
2188,110,90,3+1,2,9,9,0,Kombi (Doğalgaz),,Boş,,,,Danışman,Evet,750000,40.96196294,29.09360269,Kozyatağı,Kadıköy, İstanbul,,
2189,115,95,2+1,1,4,2,16-20 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,,,0,,Evet,215000,41.07886875,28.23033714,Mimar Sinan,Silivri, İstanbul,0,
2190,65,50,1+1,1,3,Yüksek Giriş,6-10 arası,,,Kiracılı,İkinci El,Ara Kat,,,Evet,200000,41.032852,29.180211,Mimar Sinan,Çekmeköy, İstanbul,,
2191,83,60,1+1,1,20 ve üzeri,20 ve üzeri,4,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Boş,İkinci El,Ara Kat,,Danışman,Evet,630000,41.07794841,28.79839616,İkitelli OSB,Başakşehir, İstanbul,,
2192,66,52,1+1,1,5,Kot 1,0,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Boş,,,0,,Hayır,125000,41.13235918,28.78310911,Kayabaşı,Başakşehir, İstanbul,127,
2193,80,79,2+1,1,5,Yüksek Giriş,2,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,Giriş Kat,1100,Danışman,Evet,285000,41.06267282,28.91315103,Bağlarbaşı,Gaziosmanpaşa, İstanbul,50,
2194,110,105,2+1,1,6,4,0,Kalorifer (Doğalgaz),,Boş,Sıfır,Ara Kat,750,İnşaat Geliştirici,Evet,190000,41.02013194,28.68927092,İncirtepe,Esenyurt, İstanbul,,Evet
2195,99,85,2+1,1,,Kot 3,,,,Boş,,Ara Kat,,,Evet,299000,40.99623188,29.25539696,Osmangazi,Sancaktepe, İstanbul,,
2196,115,114,3+1,1,4,1,6-10 arası,Kombi (Doğalgaz),Eşyasız,Kiracılı,İkinci El,Ara Kat,1500,Danışman,Evet,425000,41.09776254,28.86519178,Uğur Mumcu,Sultangazi, İstanbul,0,
2197,90,90,2+1,1,3,Bahçe katı,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Bahçe Katı,,,Evet,590000,41.00354967,28.86128174,Bahçelievler,Bahçelievler, İstanbul,,
2198,110,100,2+1,1,6,2,0,Kalorifer (Doğalgaz),,Boş,,Ara Kat,1250,İnşaat Geliştirici,Evet,219000,41.01681858,28.66714521,Mehmet Akif Ersoy,Esenyurt, İstanbul,20,
2199,75,74,2+1,1,3,Yüksek Giriş,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Giriş Kat,1000,Danışman,Evet,265000,41.01296864,28.82762074,Yenibosna Merkez,Bahçelievler, İstanbul,0,
2200,85,84,2+1,1,4,1,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,,1500,Danışman,Evet,300000,40.99421898,28.77287015,Cumhuriyet,Küçükçekmece, İstanbul,0,
2201,160,140,3+1,2,3,1,40 ve üzeri,Merkezi Sistem,,Kiracılı,İkinci El,Ara Kat,,Danışman,Evet,4200000,41.08231491,29.03990551,Etiler,Beşiktaş, İstanbul,,
2202,115,85,3+1,2,10-20 arası,13,0,Merkezi Sistem (Isı Payı Ölçer),Sadece Mutfak,Boş,Sıfır,Ara Kat,2500,Danışman,Evet,850000,40.96606226,29.09695181,Kozyatağı,Kadıköy, İstanbul,150,
2203,95,94,2+1,1,6,Bahçe katı,16-20 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,Bahçe Katı,0,Danışman,Hayır,160000,41.04569896,28.874259,Kazım Karabekir,Esenler, İstanbul,0,
2204,275,260,5+2,3,5,5,3,Kombi (Doğalgaz),Eşyasız,Boş,,Çatı Dubleksi,0,,Evet,1300000,41.11466363,28.92641857,Mithatpaşa,Eyüpsultan, İstanbul,50,
2205,140,120,3+1,1,5,4,6-10 arası,Kombi (Doğalgaz),Eşyalı (Mobilyalı),Boş,,Ara Kat,0,,Hayır,329000,40.97670274,29.14908834,İnönü,Ataşehir, İstanbul,0,
2206,100,95,2+1,1,5,1,11-15 arası,Kombi (Doğalgaz),Eşyasız,,İkinci El,,,Danışman,Hayır,210000,41.09570967,28.89600836,Yunus Emre,Sultangazi, İstanbul,,
2207,110,100,2+1,2,6,3,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,İnşaat Geliştirici,Evet,185000,40.99674234,28.67318628,Yakuplu,Beylikdüzü, İstanbul,,Evet
2208,190,160,4+1,2,9,6,16-20 arası,Kombi (Doğalgaz),Eşyasız,Kiracılı,,Ara Kat,0,,Evet,1550000,40.86697325,29.26722724,Kaynarca,Pendik, İstanbul,420,
2209,80,57,2+1,1,9,8,0,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Boş,,Ara Kat,2500,İnşaat Geliştirici,Evet,555000,40.96739889,29.08280319,Suadiye,Kadıköy, İstanbul,150,
2210,85,80,2+1,1,,Bodrum Kat,3,Kombi (Doğalgaz),Eşyasız,Kiracılı,Sıfır,Bahçe Katı,1000,Danışman,Evet,190000,41.00468656,28.84906685,Şirinevler,Bahçelievler, İstanbul,,Evet
2211,200,180,3+2,2,4,4,6-10 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,Çatı Dubleksi,0,,Hayır,814000,40.92533411,29.12976782,Feyzullah,Maltepe, İstanbul,0,
2212,85,84,2+1,1,4,Zemin Kat,0,Kombi (Doğalgaz),Eşyasız,Boş,,Giriş Kat,1000,Danışman,Evet,275000,41.05330052,28.93000335,İslambey,Eyüpsultan, İstanbul,0,
2213,101,85,2+1,1,20 ve üzeri,15,2,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Kiracılı,,,0,,Hayır,255000,41.127081,28.77452948,Kayabaşı,Başakşehir, İstanbul,0,
2214,440,380,5+1,3,5,Çatı Katı,16-20 arası,Merkezi Sistem,Eşyasız,Boş,,,0,,Evet,11750000,41.06158943,29.03047462,Ulus,Beşiktaş, İstanbul,0,
2215,110,95,2+1,1,,,21-25 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,Ara Kat,1300,Danışman,Hayır,255000,41.01983054,28.86217363,Yenigün,Bağcılar, İstanbul,20,
2216,71,62,1+1,1,20 ve üzeri,6,3,Klima,Sadece Beyaz Eşya,Kiracılı,,Ara Kat,0,,Evet,309000,41.1115228,28.78493881,Başakşehir,Başakşehir, İstanbul,0,
2217,85,84,1+1,1,6,3,0,Kombi (Doğalgaz),Eşyasız,Boş,,Ara Kat,0,,Evet,129999,41.0379247,28.68269471,Yenikent,Esenyurt, İstanbul,0,Evet
2218,145,120,4+2,2,4,3,0,Yerden Isıtma,Eşyasız,Boş,Sıfır,Dubleks,4250,Danışman,Evet,750000,41.08448285,29.00163525,Çeliktepe,Kağıthane, İstanbul,25,
2219,225,220,4+2,2,5,5,5,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,Dubleks,1950,Danışman,Evet,580000,41.11569713,28.84781589,Malkoçoğlu,Sultangazi, İstanbul,,Evet
2220,140,120,3+1,1,4,3,26-30 arası,Kombi (Doğalgaz),,,İkinci El,,1900,Danışman,Hayır,500000,40.92746752,29.12975267,Altayçeşme,Maltepe, İstanbul,30,
2221,90,85,2+1,1,3,Yüksek Giriş,3,Kombi (Doğalgaz),Eşyasız,Kiracılı,İkinci El,Giriş Kat,1100,,Evet,265000,41.02662055,28.83219306,Hürriyet,Bağcılar, İstanbul,,
2222,80,70,2+1,1,5,Yüksek Giriş,21-25 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,Ara Kat,1200,Danışman,Hayır,170000,41.00554427,28.85443112,Siyavuşpaşa,Bahçelievler, İstanbul,20,
2223,115,114,2+1,1,4,2,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,0,,Hayır,183000,40.99652316,28.70509475,Mustafa Kemal Paşa,Avcılar, İstanbul,0,Evet
2224,140,140,3+1,2,3,3,2,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Çatı Dubleksi,2500,,Evet,480000,40.99405831,28.53168902,Sinanoba,Büyükçekmece, İstanbul,0,
2225,195,185,4+1,2,4,Kot 4,4,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,Çatı Dubleksi,,Danışman,Evet,650000,40.99262996,28.9071624,Gökalp,Zeytinburnu, İstanbul,,
2226,80,75,2+1,1,5,2,0,Kombi (Doğalgaz),Eşyasız,Boş,,Ara Kat,0,,Evet,348000,41.071397,28.9959406,Mecidiyeköy,Şişli, İstanbul,0,Evet
2227,93,80,2+1,1,5,Yüksek Giriş,0,Kombi (Doğalgaz),Eşyasız,Boş,,,1100,Danışman,Evet,330000,41.06380118,28.8554899,100. Yıl,Bağcılar, İstanbul,0,
2228,100,99,2+1,2,6,3,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,900,İnşaat Geliştirici,Evet,175500,40.99842741,28.66294384,Beylikdüzü OSB,Beylikdüzü, İstanbul,30,Evet
2229,130,95,3+1,1,8,3,0,Klima,Eşyasız,Boş,,Ara Kat,0,,Evet,770000,40.97782754,29.07621609,Erenköy,Kadıköy, İstanbul,130,
2230,105,90,2+1,2,4,3,0,Kombi (Doğalgaz),Eşyasız,Boş,,Ara Kat,0,,Evet,300000,41.05465629,28.37994149,Selimpaşa,Silivri, İstanbul,0,
2231,175,170,5+1,2,5,5,0,,Eşyasız,,Sıfır,Çatı Dubleksi,0,Danışman,Evet,680000,41.04887076,28.90078068,Muratpaşa,Bayrampaşa, İstanbul,0,
2232,145,105,3+1,2,9,9,0,Kombi (Doğalgaz),Eşyasız,Boş,,,0,,Evet,540000,41.0496702,28.82957807,Mahmutbey,Bağcılar, İstanbul,0,
2233,100,85,2+1,1,8,5,4,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,0,Danışman,Evet,359000,40.88467233,29.26612008,Fevzi Çakmak,Pendik, İstanbul,0,
2234,155,120,3+1,2,6,Bahçe katı,1,Klima,Eşyasız,Boş,,,0,,Evet,415000,41.00090292,28.67377506,Yakuplu,Beylikdüzü, İstanbul,100,
2235,95,90,2+1,1,6,2,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,İnşaat Geliştirici,Evet,215000,41.01156933,28.680125,Zafer,Esenyurt, İstanbul,,Evet
2236,100,90,2+1,1,5,Yüksek Giriş,6-10 arası,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Ara Kat,1600,Danışman,Evet,350000,41.08525609,28.9980892,Çeliktepe,Kağıthane, İstanbul,25,
2237,80,75,2+1,1,5,2,1,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Boş,,Ara Kat,0,,Evet,375000,41.13158801,28.77984678,Kayabaşı,Başakşehir, İstanbul,0,
2238,75,85,2+1,1,5,Yüksek Giriş,4,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Giriş Kat,750,Danışman,Evet,188000,41.10141414,28.89864189,75. Yıl,Sultangazi, İstanbul,,Evet
2239,250,245,4+1,2,,,,,,,,,,,Evet,525000,40.97611974,28.71283226,Ambarlı,Avcılar, İstanbul,,
2240,105,100,2+1,2,10-20 arası,6,0,Klima,Sadece Beyaz Eşya,Boş,,Ara Kat,0,Danışman,Hayır,420000,41.11856024,28.75215971,Kayabaşı,Başakşehir, İstanbul,0,
2241,200,190,3+1,1,4,3,26-30 arası,Kalorifer (Doğalgaz),Eşyasız,Kiracılı,İkinci El,Ara Kat,2000,Danışman,Evet,395000,40.97309348,28.72426493,Denizköşkler,Avcılar, İstanbul,,
2242,140,125,3+1,1,4,3,0,Kombi (Doğalgaz),,Boş,Sıfır,Çatı Dubleksi,,Danışman,Evet,268000,40.97439133,29.25528203,Adil,Sultanbeyli, İstanbul,,
2243,115,105,2+1,1,5,2,1,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,,Evet,470000,41.00324492,28.70393239,Mustafa Kemal Paşa,Avcılar, İstanbul,,Evet
2244,110,100,2+1,1,5,3,21-25 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,Ara Kat,1500,Danışman,Evet,285000,40.9915281,28.77782822,Cennet,Küçükçekmece, İstanbul,,
2245,170,165,3+1,2,3,3,1,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,Ara Kat,0,Danışman,Evet,345000,41.02891607,28.76852316,İstasyon,Küçükçekmece, İstanbul,0,Evet
2246,120,110,3+1,1,2,1,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,0,Danışman,Evet,450000,41.05785487,28.94213609,Merkez,Eyüpsultan, İstanbul,0,
2247,120,119,3+1,1,6,Bahçe katı,1,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Boş,Sıfır,Bahçe Katı,0,Danışman,Evet,1250000,41.01692929,29.03509531,Barbaros,Üsküdar, İstanbul,500,
2248,120,100,3+1,2,10-20 arası,11,0,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Boş,,,0,,Evet,1295000,40.97100396,29.06482953,Caddebostan,Kadıköy, İstanbul,0,
2249,120,105,3+1,1,3,3,6-10 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,,Ara Kat,0,,Evet,500000,40.90714856,29.1908728,Esentepe,Kartal, İstanbul,0,
2250,170,150,4+1,2,5,4,6-10 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,Dubleks,,Danışman,Evet,830000,41.02515716,29.02053428,Mimar Sinan,Üsküdar, İstanbul,,
2251,101,100,2+1,1,10,5,2,Merkezi Sistem,Eşyasız,Mülk Sahibi,İkinci El,Ara Kat,,Danışman,Evet,366700,41.12521226,28.77568245,Kayabaşı,Başakşehir, İstanbul,,Evet
2252,160,130,3+1,2,4,1,11-15 arası,Kombi (Doğalgaz),,Kiracılı,İkinci El,Ara Kat,,Danışman,Evet,470000,41.08468286,28.67414688,Bahçeşehir 2. Kısım,Başakşehir, İstanbul,,
2253,75,70,2+1,1,4,3,0,Kombi (Doğalgaz),Eşyasız,,Sıfır,,1000,,Evet,210000,41.049692,28.861974,Tuna,Esenler, İstanbul,5,
2254,110,10,2+1,1,5,1,26-30 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,,Ara Kat,1500,Danışman,Hayır,268000,41.01975446,28.86217408,Yenigün,Bağcılar, İstanbul,20,
2255,95,80,2+1,2,5,2,3,Kombi (Doğalgaz),Eşyasız,Kiracılı,,Ara Kat,0,,Evet,320000,40.97711376,29.25848858,Adil,Sultanbeyli, İstanbul,40,
2256,75,65,2+1,1,6,Kot 2,1,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Giriş Kat,,Danışman,Evet,260000,41.05135827,28.92810148,İslambey,Eyüpsultan, İstanbul,,
2257,85,84,2+1,1,5,Bahçe katı,16-20 arası,Kombi (Doğalgaz),,Boş,,,0,Danışman,Hayır,200000,40.99770834,28.85530635,Siyavuşpaşa,Bahçelievler, İstanbul,0,
2258,135,120,3+1,2,4,3,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,1250,Danışman,Evet,365000,41.01329134,29.20074553,Meclis,Sancaktepe, İstanbul,0,
2259,115,1,3+1,1,4,3,2,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,1100,Danışman,Evet,295000,40.95814513,29.21535007,Fatih,Sancaktepe, İstanbul,50,
2260,165,120,4+1,2,10-20 arası,10,0,Merkezi Sistem (Isı Payı Ölçer),Sadece Mutfak,Boş,Sıfır,Ara Kat,,Danışman,Evet,3150000,40.9709723,29.05409821,Caddebostan,Kadıköy, İstanbul,,
2261,46,46,1+1,1,20 ve üzeri,10,4,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Boş,,Ara Kat,,Danışman,Evet,144000,41.02420432,28.65770817,Yeşilkent,Esenyurt, İstanbul,,
2262,85,80,2+1,1,3,Yüksek Giriş,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,900,Danışman,Evet,270000,40.86324878,29.29224912,Esenyalı,Pendik, İstanbul,0,Evet
2263,84,70,1+1,1,10-20 arası,Bahçe katı,6-10 arası,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Boş,Sıfır,Bahçe Katı,1800,Danışman,Evet,500000,41.04368009,28.76441181,Atakent,Küçükçekmece, İstanbul,380,
2264,108,80,2+1,1,10-20 arası,7,1,Kombi (Doğalgaz),Sadece Beyaz Eşya,Mülk Sahibi,,Ara Kat,3000,Danışman,Evet,745000,40.96779811,29.08193416,Suadiye,Kadıköy, İstanbul,150,
2265,240,200,3+2,2,6,6,6-10 arası,Klima,Eşyasız,Mülk Sahibi,,Çatı Dubleksi,0,,Evet,1050000,40.89911161,29.16481733,Kordonboyu,Kartal, İstanbul,50,
2266,100,99,2+1,2,10-20 arası,13,0,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Boş,,Ara Kat,0,,Evet,400000,41.04949694,28.83478224,Demirkapı,Bağcılar, İstanbul,0,
2267,130,105,3+1,1,4,Kot 2,6-10 arası,Kalorifer (Doğalgaz),Eşyalı (Mobilyalı),Mülk Sahibi,İkinci El,Ara Kat,1700,,Evet,485000,40.97875795,28.7353205,Gümüşpala,Avcılar, İstanbul,15,
2268,140,135,3+1,1,5,Bahçe katı,6-10 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,,,0,,Evet,219000,41.10785348,28.85688848,İsmetpaşa,Sultangazi, İstanbul,0,
2269,75,70,2+1,1,5,Yüksek Giriş,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Giriş Kat,,Danışman,Evet,280000,41.00104904,28.84854114,Şirinevler,Bahçelievler, İstanbul,,
2270,115,,2+1,1,5,3,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,,Evet,210000,41.0095185,28.64261776,Cumhuriyet,Beylikdüzü, İstanbul,,
2271,140,120,3+1,2,4,3,0,Kombi (Doğalgaz),Eşyasız,Boş,,,0,,Evet,650000,40.91966782,29.14368977,Cevizli,Maltepe, İstanbul,0,
2272,135,120,3+1,1,5,4,16-20 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,,Ara Kat,0,Danışman,Evet,395000,41.0359103,29.17219755,Merkez,Çekmeköy, İstanbul,100,
2273,64,47,1+1,1,,,,,,,,,,,Hayır,250000,41.05165128,28.78726356,Atakent,Küçükçekmece, İstanbul,,
2274,119,110,3+1,1,5,Yüksek Giriş,1,Merkezi Sistem (Isı Payı Ölçer),,,,Ara Kat,0,,Hayır,330000,41.13340308,28.782239,Kayabaşı,Başakşehir, İstanbul,0,
2275,90,71,2+1,1,8,3,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,İnşaat Geliştirici,Evet,410000,41.07660869,28.93276603,Karadolap,Eyüpsultan, İstanbul,,
2276,200,185,3+1,2,4,Bahçe katı,0,Klima,Sadece Beyaz Eşya,Boş,,,0,Danışman,Evet,2750000,40.96173938,28.8405329,Yeşilyurt,Bakırköy, İstanbul,0,
2277,140,135,3+1,1,5,2,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,İnşaat Geliştirici,Evet,265000,,,Fatih,Esenyurt, İstanbul,,Evet
2278,116,116,2+1,2,9,9,6-10 arası,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,En Üst Kat,,Danışman,Evet,367000,40.93646597,29.29541887,Yenişehir,Pendik, İstanbul,275,
2279,170,128,3+1,2,10-20 arası,5,0,Merkezi Sistem (Isı Payı Ölçer),Sadece Mutfak,Boş,Sıfır,Ara Kat,,Danışman,Evet,1700000,40.96474765,29.07750851,Suadiye,Kadıköy, İstanbul,,
2280,100,85,2+1,1,5,3,4,Kombi (Doğalgaz),,Kiracılı,İkinci El,Ara Kat,0,,Evet,330000,41.0073662,29.2096863,Sarıgazi,Sancaktepe, İstanbul,0,Evet
2281,125,110,3+1,2,,Yüksek Giriş,0,Kalorifer (Doğalgaz),Sadece Mutfak,Boş,Sıfır,Giriş Kat,,Danışman,Evet,315000,41.08054723,28.26569243,Yeni,Silivri, İstanbul,,Evet
2282,150,130,3+1,2,5,3,3,Kombi (Doğalgaz),Sadece Beyaz Eşya,Mülk Sahibi,İkinci El,,0,Danışman,Evet,850000,41.17884778,28.88902187,Göktürk Merkez,Eyüpsultan, İstanbul,200,
2283,140,125,3+1,2,4,4,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,En Üst Kat,,Danışman,Evet,1200000,41.00694002,28.86519805,Bahçelievler,Bahçelievler, İstanbul,0,
2284,110,100,2+1,1,5,3,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,1100,İnşaat Geliştirici,Evet,190000,40.98502151,28.64973441,Kavaklı,Beylikdüzü, İstanbul,25,Evet
2285,185,170,5+1,2,3,3,11-15 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,Çatı Dubleksi,0,Danışman,Hayır,365000,41.0182101,29.18747098,Mehmet Akif,Çekmeköy, İstanbul,0,
2286,120,110,2+1,1,6,3,3,Kombi (Doğalgaz),,Kiracılı,Sıfır,Ara Kat,800,İnşaat Geliştirici,Evet,97000,41.03954822,28.68138074,Yenikent,Esenyurt, İstanbul,,Evet
2287,147,142,3+1,2,5,3,0,Kombi (Doğalgaz),Eşyasız,Boş,,Ters Dubleks,0,Danışman,Evet,176000,41.00380705,28.67109285,Yakuplu,Beylikdüzü, İstanbul,35,Evet
2288,80,60,1+1,1,10,5,6-10 arası,Kombi (Doğalgaz),Eşyasız,Kiracılı,İkinci El,Ara Kat,1250,Danışman,Evet,230000,41.01275284,29.10735869,Armağanevler,Ümraniye, İstanbul,,Evet
2289,200,180,4+1,3,4,4,0,Kombi (Doğalgaz),Sadece Mutfak,Boş,Sıfır,Dubleks,5000,Danışman,Evet,1500000,41.00611,29.04661992,Acıbadem,Kadıköy, İstanbul,100,
2290,83,82,1+1,1,20 ve üzeri,5,0,Merkezi Sistem (Isı Payı Ölçer),Sadece Beyaz Eşya,Boş,,Ara Kat,0,,Hayır,440000,41.03989143,28.81079405,15 Temmuz,Bağcılar, İstanbul,250,
2291,130,110,3+1,1,8,7,16-20 arası,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Ara Kat,1200,Danışman,Evet,265000,40.93242081,29.30507659,Yenişehir,Pendik, İstanbul,130,Evet
2292,200,170,3+2,2,4,4,21-25 arası,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Dubleks,,Danışman,Evet,350000,40.98388296,28.71774673,Merkez,Avcılar, İstanbul,,
2293,230,180,4+1,3,,,,,,,,,,,Hayır,550000,41.07449423,28.92108399,Yeşilpınar,Eyüpsultan, İstanbul,,
2294,100,89,2+1,2,9,1,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,0,Danışman,Evet,299000,40.91742134,29.28949425,Kurtköy,Pendik, İstanbul,50,
2295,178,177,4+1,2,9,7,0,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Boş,Sıfır,Ara Kat,0,Danışman,Evet,660000,40.98817969,29.22664619,Abdurrahmangazi,Sancaktepe, İstanbul,0,
2296,240,220,6+2,3,4,4,0,Klima,Sadece Beyaz Eşya,Boş,,Çatı Dubleksi,0,,Evet,790000,41.00942177,28.85451451,Soğanlı,Bahçelievler, İstanbul,0,
2297,100,95,2+1,1,5,2,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,İnşaat Geliştirici,Evet,199000,40.9974197,28.6603454,Beylikdüzü OSB,Beylikdüzü, İstanbul,25,Evet
2298,85,80,2+1,1,10,9,0,Yerden Isıtma,Eşyasız,Boş,Sıfır,,0,,Evet,340000,41.07900816,28.98803003,Harmantepe,Kağıthane, İstanbul,0,
2299,92,82,2+1,1,4,Bahçe katı,0,Kombi (Doğalgaz),Sadece Mutfak,Boş,Sıfır,Bahçe Katı,,Danışman,Evet,250000,41.01469329,28.85733317,Cumhuriyet,Bahçelievler, İstanbul,,
2300,100,95,2+1,1,9,9,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,,0,Danışman,Evet,390000,41.05780279,28.94086361,Merkez,Eyüpsultan, İstanbul,0,
2301,190,150,5+2,2,3,3,5,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,,,,Hayır,565000,40.99270739,29.08359569,Örnek,Ataşehir, İstanbul,,
